Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,wind_speed_squared,humidity_times_windspeed,pressure_change_3h,humidity_change_3h,wind_speed_change_3h,Station Name_Foster Weather Station,Station Name_Oak Street Weather Station
13.4,77.0,0.0,0.0,2.6,0.0,20,1.3,1.6,996.6,299.0,342.0,15.1,1.6900000000000002,100.1,0.0,18.0,-0.8,True,False
13.6,65.0,0.0,0.0,2.6,0.0,159,1.7,3.1,996.6,226.0,342.0,12.1,2.8899999999999997,110.5,0.0,-8.0,0.7,False,True
12.6,70.0,0.0,0.0,2.6,0.0,137,1.1,3.0,996.6,266.0,342.0,12.1,1.2100000000000002,77.0,0.0,7.0,-1.1999999999999995,False,True
12.6,76.0,0.0,0.0,2.6,0.0,85,2.8,3.0,996.6,327.5,342.0,15.1,7.839999999999999,212.8,0.0,-1.0,1.4999999999999998,True,False
14.3,73.0,0.0,0.0,3.0,0.0,147,1.0,3.8,996.6,40.0,342.0,12.0,1.0,73.0,0.0,8.0,-0.7,False,True
13.4,75.0,0.0,0.0,1.4,0.0,140,1.1,1.7,996.6,67.0,342.0,15.1,1.2100000000000002,82.5,0.0,5.0,0.0,True,False
13.3,87.0,0.0,0.0,1.4,0.0,65,0.4,0.7,996.6,51.0,342.0,15.1,0.16,34.800000000000004,0.0,11.0,-2.4,True,False
13.4,82.0,0.0,0.0,8.9,0.0,47,1.0,1.4,996.6,47.0,342.0,12.1,1.0,82.0,0.0,9.0,0.0,False,True
13.1,88.0,0.0,0.0,10.6,0.0,67,0.8,1.1,996.6,38.0,342.0,12.0,0.6400000000000001,70.4,0.0,13.0,-0.3,False,True
13.1,88.0,0.0,0.0,10.6,0.0,330,0.8,0.9,996.6,46.0,342.0,15.1,0.6400000000000001,70.4,0.0,1.0,0.4,True,False
14.2,86.0,0.0,0.0,10.7,0.0,105,0.5,1.0,996.6,17.0,342.0,12.0,0.25,43.0,0.0,4.0,-0.5,False,True
14.2,87.0,0.0,0.0,10.7,0.0,105,0.9,1.0,996.6,33.0,342.0,15.1,0.81,78.3,0.0,-1.0,0.0999999999999999,True,False
16.4,87.0,0.0,0.0,11.1,0.0,164,2.1,3.4,996.6,4.0,342.0,12.1,4.41,182.7,0.0,-1.0,1.3,False,True
15.7,82.0,0.0,0.0,11.1,0.0,148,2.4,4.3,996.6,1.0,342.0,12.1,5.76,196.8,0.0,-4.0,1.9,False,True
15.7,87.0,0.0,0.0,11.1,0.0,130,2.0,2.1,996.6,0.0,342.0,15.1,4.0,174.0,0.0,0.0,1.1,True,False
15.3,85.0,0.0,0.0,11.1,0.0,163,2.9,3.1,996.6,0.0,342.0,15.1,8.41,246.5,0.0,-2.0,0.7999999999999998,True,False
15.3,84.0,0.0,0.0,11.1,0.0,0,1.0,1.9,996.6,2.0,342.0,12.2,1.0,84.0,0.0,2.0,-1.4,False,True
13.5,60.0,0.0,0.0,2.6,0.0,197,3.5,3.9,996.6,0.0,342.0,15.1,12.25,210.0,0.0,-27.0,1.5,True,False
19.0,65.0,0.0,0.0,11.1,0.0,0,0.7,1.9,996.6,0.0,342.0,12.1,0.4899999999999999,45.5,0.0,-20.0,-2.2,False,True
19.0,64.0,0.0,0.0,11.1,0.0,65,1.4,2.0,1001.7,0.0,342.0,12.1,1.9599999999999995,89.6,5.100000000000023,-20.0,0.3999999999999999,False,True
18.8,61.0,0.0,0.0,12.1,0.0,204,5.3,6.1,1001.7,0.0,342.0,15.1,28.09,323.3,5.100000000000023,1.0,1.7999999999999998,True,False
19.1,63.0,0.0,0.0,11.1,0.0,56,1.2,2.0,1001.7,0.0,342.0,12.0,1.44,75.6,5.100000000000023,-2.0,0.5,False,True
19.1,62.0,0.0,0.0,11.1,0.0,210,4.1,4.5,1001.7,1.0,342.0,15.1,16.81,254.2,0.0,-2.0,2.6999999999999997,True,False
19.9,63.0,0.0,0.0,12.1,0.0,197,5.85,8.1,1001.7,0.0,342.0,15.1,34.2225,368.5499999999999,0.0,2.0,0.5499999999999998,True,False
19.3,64.0,0.0,0.0,11.1,0.0,8,1.5,3.5,1001.7,0.0,342.0,12.0,2.25,96.0,0.0,1.0,0.3,False,True
19.0,66.0,0.0,0.0,11.1,0.0,64,0.9,1.7,1001.7,0.0,342.0,12.1,0.81,59.4,0.0,4.0,-3.1999999999999997,False,True
19.0,65.0,0.0,0.0,11.1,0.0,178,4.9,6.4,1001.7,0.0,342.0,15.1,24.010000000000005,318.5,0.0,2.0,-0.9499999999999992,True,False
19.0,70.0,0.0,0.0,11.1,0.0,1,1.3,2.9,1001.7,0.0,342.0,12.2,1.6900000000000002,91.0,0.0,6.0,-0.1999999999999999,False,True
19.0,68.0,0.0,0.0,11.1,0.0,203,3.0,3.9,1001.7,0.0,342.0,15.1,9.0,204.0,0.0,2.0,2.1,True,False
19.1,71.0,0.0,0.0,11.1,0.0,303,1.7,2.7,1001.7,0.0,342.0,12.1,2.8899999999999997,120.7,0.0,6.0,-3.2,False,True
19.1,69.0,0.0,0.0,11.1,0.0,192,4.3,4.6,1001.7,0.0,342.0,15.1,18.49,296.7,0.0,-1.0,3.0,True,False
18.6,72.0,0.0,0.0,11.1,0.0,12,0.7,2.0,1001.7,9.0,342.0,12.1,0.4899999999999999,50.4,0.0,4.0,-2.3,False,True
18.6,68.0,0.0,0.0,11.1,0.0,183,5.85,8.8,1001.7,14.0,342.0,15.1,34.2225,397.7999999999999,0.0,-3.0,4.1499999999999995,True,False
19.4,78.0,0.0,0.0,11.1,0.0,305,1.5,1.9,1001.7,26.0,342.0,12.0,2.25,117.0,0.0,9.0,-2.8,False,True
19.4,75.0,0.0,0.0,11.1,0.0,173,5.1,6.4,1001.7,56.0,342.0,15.1,26.01,382.5,0.0,3.0,4.3999999999999995,True,False
19.5,74.0,0.0,0.0,11.1,0.0,317,1.6,5.5,1001.7,142.0,342.0,12.1,2.5600000000000005,118.4,0.0,6.0,-4.25,False,True
19.6,65.0,0.0,0.0,11.1,0.0,217,5.85,11.2,1001.7,296.0,342.0,15.1,34.2225,380.25,0.0,-13.0,4.35,True,False
19.6,69.0,0.0,0.0,11.1,0.0,296,2.1,5.7,1001.7,251.0,342.0,12.1,4.41,144.9,0.0,-6.0,-2.9999999999999996,False,True
19.7,72.0,0.0,0.0,11.1,0.0,9,1.2,3.1,1001.7,126.0,342.0,12.1,1.44,86.39999999999999,0.0,-2.0,-0.4000000000000001,False,True
19.7,68.0,0.0,0.0,11.1,0.0,220,5.6,6.8,1001.7,173.0,342.0,15.1,31.359999999999996,380.7999999999999,0.0,3.0,-0.25,True,False
18.4,85.0,0.0,0.0,12.1,0.0,202,3.3,3.8,1001.7,280.0,342.0,15.1,10.89,280.5,0.0,16.0,1.1999999999999995,True,False
18.3,85.0,0.0,0.0,11.2,0.0,342,2.1,5.4,1001.7,327.5,342.0,12.1,4.41,178.5,0.0,13.0,0.9000000000000001,False,True
19.0,73.0,0.0,0.0,11.1,0.0,225,5.85,6.6,1001.7,133.0,342.0,15.1,34.2225,427.0499999999999,0.0,5.0,0.25,True,False
19.0,74.0,0.0,0.0,11.2,0.0,81,2.0,3.4,1001.7,138.0,342.0,12.1,4.0,148.0,0.0,-11.0,-1.2999999999999998,False,True
19.9,78.0,0.0,0.0,12.1,0.0,289,2.7,4.4,1001.7,327.5,342.0,12.1,7.290000000000001,210.6,0.0,-7.0,0.6000000000000001,False,True
19.1,75.0,0.0,0.0,11.1,0.0,224,3.7,4.6,1001.7,327.5,342.0,15.1,13.69,277.5,0.0,2.0,-2.1499999999999995,True,False
19.3,65.0,0.0,0.0,12.1,0.0,224,5.85,9.3,1001.7,327.5,342.0,15.1,34.2225,380.25,0.0,-9.0,3.85,True,False
19.3,65.0,0.0,0.0,12.1,0.0,301,3.4,9.4,1001.7,327.5,342.0,12.0,11.56,221.0,0.0,-13.0,0.6999999999999997,False,True
19.2,58.0,0.0,0.0,12.1,0.0,96,1.3,3.3,1001.7,327.5,342.0,12.1,1.6900000000000002,75.4,0.0,-17.0,-2.4000000000000004,False,True
19.2,55.0,0.0,0.0,12.1,0.0,240,4.6,6.2,1001.7,327.5,342.0,15.1,21.159999999999997,252.99999999999997,0.0,-10.0,-1.25,True,False
19.1,54.0,0.0,0.0,12.1,0.0,280,2.1,8.5,1001.7,229.0,342.0,12.1,4.41,113.4,0.0,-11.0,-1.2999999999999998,False,True
19.1,54.0,0.0,0.0,12.1,0.0,219,3.5,4.0,1001.7,179.0,342.0,15.1,12.25,189.0,0.0,-4.0,2.2,True,False
19.2,52.0,0.0,0.0,12.1,0.0,225,5.85,8.1,1001.7,214.0,342.0,15.1,34.2225,304.2,0.0,-3.0,1.25,True,False
19.2,55.0,0.0,0.0,12.1,0.0,81,1.1,1.9,1001.7,163.0,342.0,12.1,1.2100000000000002,60.50000000000001,0.0,1.0,-1.0,False,True
18.6,49.0,0.0,0.0,11.1,0.0,223,5.85,9.4,1001.7,303.0,342.0,15.1,34.2225,286.65,0.0,-5.0,2.3499999999999996,True,False
19.0,50.0,0.0,0.0,12.1,0.0,342,1.6,4.1,1001.7,55.0,342.0,12.1,2.5600000000000005,80.0,0.0,-2.0,-4.25,False,True
19.4,48.0,0.0,0.0,11.1,0.0,223,5.0,5.7,1001.7,146.0,342.0,15.1,25.0,240.0,0.0,-7.0,3.9,True,False
18.8,49.0,0.0,0.0,12.1,0.0,247,0.9,4.6,1001.7,39.0,342.0,12.2,0.81,44.1,0.0,0.0,-4.949999999999999,False,True
19.5,50.0,0.0,0.0,11.1,0.0,195,2.7,3.0,1001.7,12.0,342.0,15.1,7.290000000000001,135.0,0.0,0.0,1.1,True,False
19.6,52.0,0.0,0.0,11.1,0.0,193,2.2,2.4,1001.7,1.0,342.0,15.1,4.840000000000001,114.4,0.0,4.0,-2.8,True,False
18.6,52.0,0.0,0.0,12.1,0.0,66,0.9,1.5,1001.7,0.0,342.0,12.1,0.81,46.8,0.0,3.0,0.0,False,True
19.7,54.0,0.0,0.0,11.1,0.0,217,3.1,3.3,1001.7,1.0,342.0,15.1,9.61,167.4,0.0,4.0,0.3999999999999999,True,False
18.4,52.0,0.0,0.0,12.1,0.0,353,1.5,4.6,1001.7,0.0,342.0,12.1,2.25,78.0,0.0,0.0,-0.7000000000000002,False,True
18.8,58.0,0.0,0.0,12.1,0.0,293,1.6,3.3,1001.7,0.0,342.0,12.1,2.5600000000000005,92.8,0.0,6.0,0.7000000000000001,False,True
18.3,54.0,0.0,0.0,11.2,0.0,170,3.3,3.8,1001.7,1.0,342.0,15.1,10.89,178.2,0.0,0.0,0.1999999999999997,True,False
19.2,66.0,0.0,0.0,12.1,0.0,288,1.4,4.1,988.9,0.0,342.0,12.1,1.9599999999999995,92.4,-12.800000000000068,14.0,-0.1,False,True
19.2,65.0,0.0,0.0,12.1,0.0,208,4.1,4.6,988.9,1.0,342.0,15.1,16.81,266.5,-12.800000000000068,7.0,2.4999999999999996,True,False
19.6,70.0,0.0,0.0,12.1,0.0,200,3.4,4.2,1003.7,0.0,342.0,15.1,11.56,238.0,2.0,16.0,0.1,True,False
19.6,71.0,0.0,0.0,12.1,0.0,295,2.6,5.1,1003.7,0.0,342.0,12.2,6.760000000000001,184.6,14.800000000000068,5.0,1.2000000000000002,False,True
19.6,76.0,0.0,0.0,12.1,0.0,182,2.0,2.6,1003.7,1.0,342.0,15.1,4.0,152.0,14.800000000000068,11.0,-2.0999999999999996,True,False
19.7,76.0,0.0,0.0,12.1,0.0,299,2.2,3.4,1003.7,0.0,342.0,12.1,4.840000000000001,167.20000000000002,0.0,6.0,-1.1999999999999995,False,True
19.1,80.0,0.0,0.0,4.5,0.0,198,4.9,5.3,986.9,0.0,342.0,15.1,24.010000000000005,392.0,-16.800000000000068,9.0,2.3000000000000003,True,False
19.4,80.0,0.0,0.0,12.1,0.0,298,1.9,5.2,986.9,0.0,342.0,12.0,3.61,152.0,-16.800000000000068,4.0,-0.1,False,True
19.1,82.0,0.0,0.0,12.1,0.0,348,1.7,3.1,986.7,0.0,342.0,12.1,2.8899999999999997,139.4,-17.0,6.0,-0.5000000000000002,False,True
19.1,83.0,0.0,0.0,12.1,0.0,201,2.4,3.2,986.7,0.0,342.0,15.1,5.76,199.2,-0.1999999999999318,3.0,-2.5000000000000004,True,False
19.1,84.0,0.0,0.0,12.1,0.0,166,0.8,1.5,986.0,0.0,342.0,12.1,0.6400000000000001,67.2,-0.8999999999999773,4.0,-1.1,False,True
19.1,83.0,0.0,0.0,12.1,0.0,201,1.6,1.8,986.0,0.0,342.0,15.1,2.5600000000000005,132.8,-0.7000000000000455,1.0,-0.0999999999999998,True,False
19.0,82.0,0.0,0.0,12.1,0.0,185,3.4,3.8,985.8,14.0,342.0,15.1,11.56,278.8,-0.900000000000091,-1.0,1.0,True,False
19.0,83.0,0.0,0.0,12.1,0.0,45,1.0,3.4,985.8,17.0,342.0,12.1,1.0,83.0,-0.2000000000000454,-1.0,0.1999999999999999,False,True
17.9,87.0,0.0,0.0,5.4,0.0,132,2.4,3.4,987.8,163.0,342.0,15.1,5.76,208.8,1.7999999999999543,4.0,0.7999999999999998,True,False
16.8,85.0,0.0,0.0,0.0,0.0,120,2.1,4.0,987.8,154.0,342.0,12.1,4.41,178.5,2.0,3.0,-1.2999999999999998,False,True
17.4,88.0,0.0,0.0,0.0,0.0,146,3.8,4.9,988.5,74.0,342.0,15.1,14.44,334.4,2.7000000000000455,5.0,2.8,True,False
17.4,84.0,0.0,0.0,0.0,0.0,110,1.9,4.0,988.9,106.0,342.0,12.2,3.61,159.6,1.1000000000000227,-3.0,-0.5,False,True
19.2,86.0,0.0,0.0,12.1,0.0,144,4.4,5.5,987.5,248.0,342.0,15.1,19.360000000000003,378.4,-0.2999999999999545,1.0,2.3000000000000003,True,False
19.2,79.0,0.0,0.0,0.0,0.0,110,2.5,5.4,987.7,234.0,342.0,12.1,6.25,197.5,-0.7999999999999545,-9.0,-1.2999999999999998,False,True
19.1,86.0,0.0,0.0,4.5,0.0,261,2.6,6.9,986.9,327.5,342.0,12.0,6.760000000000001,223.6,-2.0,2.0,0.7000000000000002,False,True
19.7,81.0,0.0,0.0,12.1,0.0,202,5.85,7.0,986.8,327.5,342.0,15.1,34.2225,473.85,-0.7000000000000455,-5.0,1.4499999999999993,True,False
18.9,76.0,0.0,0.0,4.5,0.0,1,0.7,2.3,986.7,327.5,342.0,12.1,0.4899999999999999,53.2,-1.0,-3.0,-1.8,False,True
19.4,63.0,0.0,0.0,12.1,0.0,207,5.85,7.6,986.1,327.5,342.0,15.1,34.2225,368.5499999999999,-0.7999999999999545,-23.0,3.2499999999999996,True,False
19.1,65.0,0.0,0.0,12.1,0.0,233,4.1,5.1,985.4,229.0,342.0,15.1,16.81,266.5,-1.3999999999999773,-16.0,-1.75,True,False
19.5,66.0,0.0,0.0,4.5,0.0,272,1.6,4.2,986.0,327.5,342.0,12.1,2.5600000000000005,105.6,-0.7000000000000455,-10.0,0.9000000000000001,False,True
19.1,65.0,0.0,0.0,12.1,0.0,218,5.85,8.0,985.4,137.0,342.0,15.1,34.2225,380.25,-0.7000000000000455,2.0,0.0,True,False
20.3,70.0,0.0,0.0,4.8,0.0,331,0.6,2.3,985.8,139.0,342.0,12.1,0.36,42.0,0.3999999999999772,5.0,-3.4999999999999996,False,True
19.0,71.0,0.0,0.0,12.1,0.0,223,5.85,7.7,985.8,293.0,342.0,15.1,34.2225,415.35,-0.2000000000000454,5.0,4.25,True,False
19.0,66.0,0.0,0.0,12.1,0.0,208,4.9,5.3,986.1,32.0,342.0,15.1,24.010000000000005,323.40000000000003,0.7000000000000455,1.0,-0.9499999999999992,True,False
18.2,73.0,0.0,0.0,5.4,0.0,0,1.7,6.0,987.2,13.0,342.0,12.0,2.8899999999999997,124.1,1.400000000000091,3.0,1.1,False,True
18.2,67.0,0.0,0.0,5.4,0.0,234,2.5,3.5,986.8,12.0,342.0,15.1,6.25,167.5,1.0,-4.0,-3.3499999999999996,True,False
17.9,70.0,0.0,0.0,5.4,0.0,0,0.8,3.7,987.8,0.0,342.0,12.1,0.6400000000000001,56.0,1.6999999999999318,4.0,-4.1000000000000005,False,True
18.2,70.0,0.0,0.0,5.4,0.0,231,4.2,4.5,987.5,0.0,342.0,15.1,17.64,294.0,0.2999999999999545,-3.0,2.5,True,False
16.8,70.0,0.0,0.0,0.0,0.0,189,1.9,2.2,988.1,1.0,342.0,15.1,3.61,133.0,1.3000000000000682,3.0,-0.6000000000000001,True,False
17.4,70.0,0.0,0.0,0.0,0.0,178,2.5,2.8,988.5,0.0,342.0,15.1,6.25,175.0,0.7000000000000455,0.0,1.7,True,False
